id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 52878875 ,6bff9101-5abb-11e8-911c-28924ad12c5c,  -16.886000 ,  -41.458000 ,2009-11-24 16:15:00,Brasil,MINAS GERAIS,PONTO DOS VOLANTES,Mata Atlântica
 52808446 ,5b1203bb-5abb-11e8-911c-28924ad12c5c,  -20.516000 ,  -43.317000 ,2009-11-20 16:39:00,Brasil,MINAS GERAIS,PIRANGA,Mata Atlântica
 50387457 ,56ac28bb-5abb-11e8-911c-28924ad12c5c,  -17.595000 ,  -47.099000 ,2009-07-19 16:17:00,Brasil,MINAS GERAIS,GUARDA-MOR,Cerrado
 49969814 ,2fc73557-5abb-11e8-911c-28924ad12c5c,  -20.518000 ,  -45.552000 ,2009-06-23 17:18:00,Brasil,MINAS GERAIS,FORMIGA,Cerrado
 51885286 ,56c1b546-5abb-11e8-911c-28924ad12c5c,  -16.686000 ,  -42.482000 ,2009-09-24 16:47:00,Brasil,MINAS GERAIS,BERILO,Cerrado
 51885283 ,56c1b543-5abb-11e8-911c-28924ad12c5c,  -16.768000 ,  -42.982000 ,2009-09-24 16:47:00,Brasil,MINAS GERAIS,CRISTÁLIA,Cerrado
 51885281 ,56c1b541-5abb-11e8-911c-28924ad12c5c,  -18.085000 ,  -47.235000 ,2009-09-24 16:47:00,Brasil,MINAS GERAIS,COROMANDEL,Cerrado
 51885279 ,56c1b53f-5abb-11e8-911c-28924ad12c5c,  -16.136000 ,  -41.896000 ,2009-09-24 16:47:00,Brasil,MINAS GERAIS,SALINAS,Mata Atlântica
 51885278 ,56c1b53e-5abb-11e8-911c-28924ad12c5c,  -16.047000 ,  -41.082000 ,2009-09-24 16:47:00,Brasil,MINAS GERAIS,PEDRA AZUL,Mata Atlântica
 51885276 ,56c1b53c-5abb-11e8-911c-28924ad12c5c,  -16.280000 ,  -42.839000 ,2009-09-24 16:47:00,Brasil,MINAS GERAIS,GRÃO MOGOL,Cerrado
 51885275 ,56c1b53b-5abb-11e8-911c-28924ad12c5c,  -15.738000 ,  -41.585000 ,2009-09-24 16:47:00,Brasil,MINAS GERAIS,ÁGUAS VERMELHAS,Mata Atlântica
 51885265 ,56c1b538-5abb-11e8-911c-28924ad12c5c,  -17.899000 ,  -46.811000 ,2009-09-24 16:47:00,Brasil,MINAS GERAIS,VAZANTE,Cerrado
 51885246 ,56c1b536-5abb-11e8-911c-28924ad12c5c,  -16.242000 ,  -41.409000 ,2009-09-24 16:47:00,Brasil,MINAS GERAIS,MEDINA,Mata Atlântica
 51885239 ,56c1b52f-5abb-11e8-911c-28924ad12c5c,  -16.219000 ,  -41.834000 ,2009-09-24 16:47:00,Brasil,MINAS GERAIS,COMERCINHO,Mata Atlântica
 51885231 ,56c1b52e-5abb-11e8-911c-28924ad12c5c,  -15.626000 ,  -43.956000 ,2009-09-24 16:47:00,Brasil,MINAS GERAIS,VARZELÂNDIA,Cerrado
 51885224 ,56c1b52d-5abb-11e8-911c-28924ad12c5c,  -16.036000 ,  -43.373000 ,2009-09-24 16:47:00,Brasil,MINAS GERAIS,JANAÚBA,Cerrado
 51885208 ,56c1b523-5abb-11e8-911c-28924ad12c5c,  -17.015000 ,  -41.822000 ,2009-09-24 16:47:00,Brasil,MINAS GERAIS,ARAÇUAÍ,Mata Atlântica
 51885180 ,56c1b519-5abb-11e8-911c-28924ad12c5c,  -15.618000 ,  -43.964000 ,2009-09-24 16:47:00,Brasil,MINAS GERAIS,VARZELÂNDIA,Cerrado
 51885178 ,56c1b517-5abb-11e8-911c-28924ad12c5c,  -15.496000 ,  -42.848000 ,2009-09-24 16:47:00,Brasil,MINAS GERAIS,MATO VERDE,Cerrado
 51885172 ,56c1b511-5abb-11e8-911c-28924ad12c5c,  -16.658000 ,  -43.525000 ,2009-09-24 16:47:00,Brasil,MINAS GERAIS,FRANCISCO SÁ,Cerrado
 51885167 ,56c1b50c-5abb-11e8-911c-28924ad12c5c,  -16.078000 ,  -40.502000 ,2009-09-24 16:47:00,Brasil,MINAS GERAIS,ALMENARA,Mata Atlântica
 51885152 ,56c1b506-5abb-11e8-911c-28924ad12c5c,  -16.368000 ,  -41.814000 ,2009-09-24 16:47:00,Brasil,MINAS GERAIS,COMERCINHO,Mata Atlântica
 51885149 ,56c1b503-5abb-11e8-911c-28924ad12c5c,  -15.929000 ,  -45.423000 ,2009-09-24 16:47:00,Brasil,MINAS GERAIS,URUCUIA,Cerrado
 51885130 ,56c1b4ff-5abb-11e8-911c-28924ad12c5c,  -16.633000 ,  -46.264000 ,2009-09-24 16:47:00,Brasil,MINAS GERAIS,DOM BOSCO,Cerrado
 51885129 ,56c1b4fe-5abb-11e8-911c-28924ad12c5c,  -16.105000 ,  -42.087000 ,2009-09-24 16:47:00,Brasil,MINAS GERAIS,SALINAS,Mata Atlântica
 51885101 ,56c1b4f8-5abb-11e8-911c-28924ad12c5c,  -17.046000 ,  -43.230000 ,2009-09-24 16:47:00,Brasil,MINAS GERAIS,ITACAMBIRA,Cerrado
 51885095 ,56c1b4f2-5abb-11e8-911c-28924ad12c5c,  -17.027000 ,  -42.217000 ,2009-09-24 16:47:00,Brasil,MINAS GERAIS,ARAÇUAÍ,Mata Atlântica
 51885085 ,56c1b4eb-5abb-11e8-911c-28924ad12c5c,  -16.859000 ,  -42.604000 ,2009-09-24 16:47:00,Brasil,MINAS GERAIS,JOSÉ GONÇALVES DE MINAS,Cerrado
