id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 157098753 ,57d0e58b-5abb-11e8-911c-28924ad12c5c,  -16.291000 ,  -43.863000 ,2015-01-05 16:38:00,Brasil,MINAS GERAIS,MONTES CLAROS,Cerrado
 161412626 ,67dbb0bb-5abb-11e8-911c-28924ad12c5c,  -16.193000 ,  -43.884000 ,2015-03-03 16:32:00,Brasil,MINAS GERAIS,MONTES CLAROS,Cerrado
 161412618 ,6be776e4-5abb-11e8-911c-28924ad12c5c,  -20.986000 ,  -43.314000 ,2015-03-03 16:31:00,Brasil,MINAS GERAIS,ALTO RIO DOCE,Mata Atlântica
 158793220 ,5aff8bae-5abb-11e8-911c-28924ad12c5c,  -15.963000 ,  -45.868000 ,2015-01-23 16:26:00,Brasil,MINAS GERAIS,ARINOS,Cerrado
 158793227 ,47e35f8f-5abb-11e8-911c-28924ad12c5c,  -17.049000 ,  -42.973000 ,2015-01-23 16:26:00,Brasil,MINAS GERAIS,BOTUMIRIM,Cerrado
 158793228 ,47e35f90-5abb-11e8-911c-28924ad12c5c,  -18.512000 ,  -44.674000 ,2015-01-23 16:26:00,Brasil,MINAS GERAIS,CORINTO,Cerrado
 158793229 ,47e35f91-5abb-11e8-911c-28924ad12c5c,  -16.851000 ,  -40.532000 ,2015-01-23 16:26:00,Brasil,MINAS GERAIS,BERTÓPOLIS,Mata Atlântica
 159657118 ,48143c76-5abb-11e8-911c-28924ad12c5c,  -15.367000 ,  -41.601000 ,2015-02-03 16:08:00,Brasil,MINAS GERAIS,NINHEIRA,Mata Atlântica
 159657121 ,48143c79-5abb-11e8-911c-28924ad12c5c,  -15.365000 ,  -41.583000 ,2015-02-03 16:08:00,Brasil,MINAS GERAIS,NINHEIRA,Mata Atlântica
 168129284 ,5afcf1a7-5abb-11e8-911c-28924ad12c5c,  -17.473000 ,  -47.187000 ,2015-06-15 17:21:00,Brasil,MINAS GERAIS,PARACATU,Cerrado
 168129285 ,5afcf1a8-5abb-11e8-911c-28924ad12c5c,  -19.597000 ,  -47.638000 ,2015-06-15 17:21:00,Brasil,MINAS GERAIS,UBERABA,Cerrado
 168129304 ,48edcf8b-5abb-11e8-911c-28924ad12c5c,  -16.225000 ,  -46.392000 ,2015-06-15 17:22:00,Brasil,MINAS GERAIS,UNAÍ,Cerrado
 168129290 ,48edcf7e-5abb-11e8-911c-28924ad12c5c,  -16.228000 ,  -46.386000 ,2015-06-15 17:22:00,Brasil,MINAS GERAIS,UNAÍ,Cerrado
 168129292 ,48edcf80-5abb-11e8-911c-28924ad12c5c,  -16.221000 ,  -46.367000 ,2015-06-15 17:22:00,Brasil,MINAS GERAIS,UNAÍ,Cerrado
 168061153 ,48e930c0-5abb-11e8-911c-28924ad12c5c,  -17.754000 ,  -45.368000 ,2015-06-14 16:38:00,Brasil,MINAS GERAIS,BURITIZEIRO,Cerrado
 168061155 ,48e930c2-5abb-11e8-911c-28924ad12c5c,  -18.600000 ,  -44.286000 ,2015-06-14 16:38:00,Brasil,MINAS GERAIS,CURVELO,Cerrado
 168061156 ,48e930c3-5abb-11e8-911c-28924ad12c5c,  -18.602000 ,  -44.296000 ,2015-06-14 16:38:00,Brasil,MINAS GERAIS,CURVELO,Cerrado
 168061148 ,48e930bb-5abb-11e8-911c-28924ad12c5c,  -18.216000 ,  -41.219000 ,2015-06-14 16:38:00,Brasil,MINAS GERAIS,ATALÉIA,Mata Atlântica
 168061149 ,48e930bc-5abb-11e8-911c-28924ad12c5c,  -20.274000 ,  -43.961000 ,2015-06-14 16:38:00,Brasil,MINAS GERAIS,MOEDA,Mata Atlântica
 168061150 ,48e930bd-5abb-11e8-911c-28924ad12c5c,  -17.462000 ,  -43.351000 ,2015-06-14 16:38:00,Brasil,MINAS GERAIS,OLHOS-D'ÁGUA,Cerrado
 168061159 ,48e930c5-5abb-11e8-911c-28924ad12c5c,  -20.025000 ,  -43.757000 ,2015-06-14 16:38:00,Brasil,MINAS GERAIS,RIO ACIMA,Mata Atlântica
 168061160 ,48e930c6-5abb-11e8-911c-28924ad12c5c,  -19.013000 ,  -44.670000 ,2015-06-14 16:38:00,Brasil,MINAS GERAIS,CURVELO,Cerrado
 168061161 ,48e930c7-5abb-11e8-911c-28924ad12c5c,  -17.745000 ,  -45.369000 ,2015-06-14 16:38:00,Brasil,MINAS GERAIS,BURITIZEIRO,Cerrado
 168061163 ,48e930c9-5abb-11e8-911c-28924ad12c5c,  -17.746000 ,  -45.380000 ,2015-06-14 16:38:00,Brasil,MINAS GERAIS,BURITIZEIRO,Cerrado
 167139744 ,57f03eb2-5abb-11e8-911c-28924ad12c5c,  -18.780000 ,  -47.172000 ,2015-05-27 16:50:00,Brasil,MINAS GERAIS,PATROCÍNIO,Cerrado
 168005169 ,48e92f4a-5abb-11e8-911c-28924ad12c5c,  -18.818000 ,  -49.340000 ,2015-06-13 17:33:00,Brasil,MINAS GERAIS,CANÁPOLIS,Mata Atlântica
 162203623 ,57e05277-5abb-11e8-911c-28924ad12c5c,  -17.459000 ,  -42.291000 ,2015-03-13 17:09:00,Brasil,MINAS GERAIS,MINAS NOVAS,Cerrado
 162277574 ,4854903b-5abb-11e8-911c-28924ad12c5c,  -16.245000 ,  -41.383000 ,2015-03-14 16:14:00,Brasil,MINAS GERAIS,MEDINA,Mata Atlântica
 167691657 ,48df3140-5abb-11e8-911c-28924ad12c5c,  -15.915000 ,  -46.310000 ,2015-06-08 17:16:00,Brasil,MINAS GERAIS,ARINOS,Cerrado
 167691610 ,48df311f-5abb-11e8-911c-28924ad12c5c,  -19.942000 ,  -49.251000 ,2015-06-08 17:15:00,Brasil,MINAS GERAIS,ITAPAGIPE,Cerrado
 167691614 ,48df3123-5abb-11e8-911c-28924ad12c5c,  -20.065000 ,  -48.930000 ,2015-06-08 17:15:00,Brasil,MINAS GERAIS,FRUTAL,Cerrado
 167691615 ,48df3124-5abb-11e8-911c-28924ad12c5c,  -19.940000 ,  -49.240000 ,2015-06-08 17:15:00,Brasil,MINAS GERAIS,ITAPAGIPE,Cerrado
 167691594 ,48df3111-5abb-11e8-911c-28924ad12c5c,  -21.885000 ,  -45.073000 ,2015-06-08 17:14:00,Brasil,MINAS GERAIS,CONCEIÇÃO DO RIO VERDE,Mata Atlântica
 167691599 ,48df3115-5abb-11e8-911c-28924ad12c5c,  -21.879000 ,  -45.087000 ,2015-06-08 17:14:00,Brasil,MINAS GERAIS,CONCEIÇÃO DO RIO VERDE,Mata Atlântica
 167596399 ,48dccf3e-5abb-11e8-911c-28924ad12c5c,  -16.753000 ,  -45.735000 ,2015-06-06 17:27:00,Brasil,MINAS GERAIS,SANTA FÉ DE MINAS,Cerrado
 167596403 ,48dccf3f-5abb-11e8-911c-28924ad12c5c,  -19.942000 ,  -48.867000 ,2015-06-06 17:27:00,Brasil,MINAS GERAIS,FRUTAL,Cerrado
 167739203 ,57f298cd-5abb-11e8-911c-28924ad12c5c,  -19.396000 ,  -46.207000 ,2015-06-09 16:19:00,Brasil,MINAS GERAIS,RIO PARANAÍBA,Cerrado
 167739219 ,48dfb3a4-5abb-11e8-911c-28924ad12c5c,  -15.231000 ,  -45.342000 ,2015-06-09 16:21:00,Brasil,MINAS GERAIS,JANUÁRIA,Cerrado
 167739221 ,48dfb3a5-5abb-11e8-911c-28924ad12c5c,  -15.218000 ,  -45.344000 ,2015-06-09 16:21:00,Brasil,MINAS GERAIS,JANUÁRIA,Cerrado
 167739224 ,48dfb3a7-5abb-11e8-911c-28924ad12c5c,  -15.223000 ,  -43.971000 ,2015-06-09 16:21:00,Brasil,MINAS GERAIS,JAÍBA,Cerrado
