id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 129877042 ,424bb7a4-5abb-11e8-911c-28924ad12c5c,  -14.398000 ,  -44.013000 ,2014-02-23 16:15:00,Brasil,MINAS GERAIS,JUVENÍLIA,Cerrado
 129877033 ,424bb7a3-5abb-11e8-911c-28924ad12c5c,  -14.397000 ,  -44.006000 ,2014-02-23 16:15:00,Brasil,MINAS GERAIS,JUVENÍLIA,Cerrado
 129877020 ,424bb79f-5abb-11e8-911c-28924ad12c5c,  -16.695000 ,  -42.217000 ,2014-02-23 16:14:00,Brasil,MINAS GERAIS,CORONEL MURTA,Cerrado
 129877019 ,424bb79e-5abb-11e8-911c-28924ad12c5c,  -16.693000 ,  -42.201000 ,2014-02-23 16:14:00,Brasil,MINAS GERAIS,CORONEL MURTA,Cerrado
 136918560 ,42f4e4b6-5abb-11e8-911c-28924ad12c5c,  -18.886000 ,  -45.798000 ,2014-06-15 16:13:00,Brasil,MINAS GERAIS,TIROS,Cerrado
 136456711 ,42e81fd0-5abb-11e8-911c-28924ad12c5c,  -18.899000 ,  -45.785000 ,2014-06-07 17:02:00,Brasil,MINAS GERAIS,TIROS,Cerrado
 139014749 ,433a0ab0-5abb-11e8-911c-28924ad12c5c,  -15.142000 ,  -43.552000 ,2014-07-11 16:51:00,Brasil,MINAS GERAIS,JAÍBA,Caatinga
 140337867 ,435b90a7-5abb-11e8-911c-28924ad12c5c,  -20.078000 ,  -47.916000 ,2014-07-22 16:31:00,Brasil,MINAS GERAIS,UBERABA,Cerrado
 142485713 ,438daf3f-5abb-11e8-911c-28924ad12c5c,  -18.297000 ,  -46.708000 ,2014-08-08 17:14:00,Brasil,MINAS GERAIS,LAGAMAR,Cerrado
 142130522 ,43834727-5abb-11e8-911c-28924ad12c5c,  -19.992000 ,  -46.853000 ,2014-08-05 16:43:00,Brasil,MINAS GERAIS,TAPIRA,Cerrado
 126475247 ,5b16111f-5abb-11e8-911c-28924ad12c5c,  -15.131000 ,  -43.487000 ,2014-01-06 16:14:00,Brasil,MINAS GERAIS,JAÍBA,Caatinga
 127092521 ,41fc40fa-5abb-11e8-911c-28924ad12c5c,  -16.508000 ,  -42.632000 ,2014-01-14 17:02:00,Brasil,MINAS GERAIS,JOSENÓPOLIS,Cerrado
 126307194 ,67709c88-5abb-11e8-911c-28924ad12c5c,  -19.830000 ,  -47.343000 ,2014-01-04 16:25:00,Brasil,MINAS GERAIS,SACRAMENTO,Cerrado
 126307197 ,67709c8a-5abb-11e8-911c-28924ad12c5c,  -19.338000 ,  -43.389000 ,2014-01-04 16:25:00,Brasil,MINAS GERAIS,ITAMBÉ DO MATO DENTRO,Cerrado
 127015152 ,41f879de-5abb-11e8-911c-28924ad12c5c,  -17.355000 ,  -42.649000 ,2014-01-13 16:19:00,Brasil,MINAS GERAIS,MINAS NOVAS,Cerrado
 127015154 ,41f879df-5abb-11e8-911c-28924ad12c5c,  -16.563000 ,  -42.598000 ,2014-01-13 16:20:00,Brasil,MINAS GERAIS,JOSENÓPOLIS,Cerrado
 127015155 ,41f879e0-5abb-11e8-911c-28924ad12c5c,  -15.451000 ,  -45.727000 ,2014-01-13 16:20:00,Brasil,MINAS GERAIS,ARINOS,Cerrado
 127015156 ,41f879e1-5abb-11e8-911c-28924ad12c5c,  -16.832000 ,  -42.557000 ,2014-01-13 16:20:00,Brasil,MINAS GERAIS,BERILO,Cerrado
 127015160 ,41f879e4-5abb-11e8-911c-28924ad12c5c,  -15.453000 ,  -45.710000 ,2014-01-13 16:20:00,Brasil,MINAS GERAIS,ARINOS,Cerrado
 127015147 ,5790b57e-5abb-11e8-911c-28924ad12c5c,  -18.200000 ,  -44.195000 ,2014-01-13 16:19:00,Brasil,MINAS GERAIS,AUGUSTO DE LIMA,Cerrado
 127015149 ,5790b580-5abb-11e8-911c-28924ad12c5c,  -17.349000 ,  -42.657000 ,2014-01-13 16:19:00,Brasil,MINAS GERAIS,MINAS NOVAS,Cerrado
 126708608 ,5a09eb01-5abb-11e8-911c-28924ad12c5c,  -15.383000 ,  -43.858000 ,2014-01-09 16:45:00,Brasil,MINAS GERAIS,JAÍBA,Cerrado
 126708537 ,5a09eafa-5abb-11e8-911c-28924ad12c5c,  -22.592000 ,  -45.395000 ,2014-01-09 16:43:00,Brasil,MINAS GERAIS,WENCESLAU BRAZ,Mata Atlântica
 126561868 ,67737094-5abb-11e8-911c-28924ad12c5c,  -21.876000 ,  -44.210000 ,2014-01-07 16:55:00,Brasil,MINAS GERAIS,ARANTINA,Mata Atlântica
 126393648 ,579034cd-5abb-11e8-911c-28924ad12c5c,  -21.478000 ,  -44.357000 ,2014-01-05 17:07:00,Brasil,MINAS GERAIS,MADRE DE DEUS DE MINAS,Mata Atlântica
 126708542 ,41f04f4f-5abb-11e8-911c-28924ad12c5c,  -21.535000 ,  -43.833000 ,2014-01-09 16:43:00,Brasil,MINAS GERAIS,SANTA RITA DE IBITIPOCA,Mata Atlântica
 126708548 ,41f04f53-5abb-11e8-911c-28924ad12c5c,  -22.590000 ,  -45.384000 ,2014-01-09 16:43:00,Brasil,MINAS GERAIS,DELFIM MOREIRA,Mata Atlântica
 126708551 ,41f04f56-5abb-11e8-911c-28924ad12c5c,  -18.870000 ,  -46.920000 ,2014-01-09 16:44:00,Brasil,MINAS GERAIS,PATROCÍNIO,Cerrado
 126708554 ,41f04f59-5abb-11e8-911c-28924ad12c5c,  -19.107000 ,  -46.004000 ,2014-01-09 16:44:00,Brasil,MINAS GERAIS,TIROS,Cerrado
 126198078 ,41e06fd9-5abb-11e8-911c-28924ad12c5c,  -18.723000 ,  -48.901000 ,2014-01-03 17:21:00,Brasil,MINAS GERAIS,MONTE ALEGRE DE MINAS,Cerrado
 126198084 ,41e06fdf-5abb-11e8-911c-28924ad12c5c,  -18.668000 ,  -49.680000 ,2014-01-03 17:21:00,Brasil,MINAS GERAIS,CAPINÓPOLIS,Cerrado
 126561874 ,41ed13c5-5abb-11e8-911c-28924ad12c5c,  -21.874000 ,  -44.199000 ,2014-01-07 16:55:00,Brasil,MINAS GERAIS,ARANTINA,Mata Atlântica
 126561879 ,41ed13ca-5abb-11e8-911c-28924ad12c5c,  -18.344000 ,  -45.255000 ,2014-01-07 16:56:00,Brasil,MINAS GERAIS,TRÊS MARIAS,Cerrado
 126561880 ,41ed13cb-5abb-11e8-911c-28924ad12c5c,  -18.681000 ,  -49.690000 ,2014-01-07 16:56:00,Brasil,MINAS GERAIS,CAPINÓPOLIS,Cerrado
 126561883 ,41ed13ce-5abb-11e8-911c-28924ad12c5c,  -18.075000 ,  -45.834000 ,2014-01-07 16:56:00,Brasil,MINAS GERAIS,JOÃO PINHEIRO,Cerrado
 126708535 ,5790b410-5abb-11e8-911c-28924ad12c5c,  -22.240000 ,  -45.508000 ,2014-01-09 16:43:00,Brasil,MINAS GERAIS,PEDRALVA,Mata Atlântica
 126860499 ,677860d3-5abb-11e8-911c-28924ad12c5c,  -20.915000 ,  -46.448000 ,2014-01-11 16:31:00,Brasil,MINAS GERAIS,ALPINÓPOLIS,Mata Atlântica
 126860501 ,677860d5-5abb-11e8-911c-28924ad12c5c,  -20.076000 ,  -44.576000 ,2014-01-11 16:31:00,Brasil,MINAS GERAIS,ITAÚNA,Mata Atlântica
 126860503 ,677860d7-5abb-11e8-911c-28924ad12c5c,  -19.036000 ,  -46.246000 ,2014-01-11 16:31:00,Brasil,MINAS GERAIS,CARMO DO PARANAÍBA,Cerrado
 126860504 ,677860d8-5abb-11e8-911c-28924ad12c5c,  -15.382000 ,  -43.863000 ,2014-01-11 16:32:00,Brasil,MINAS GERAIS,JAÍBA,Cerrado
 126860507 ,677860db-5abb-11e8-911c-28924ad12c5c,  -15.381000 ,  -43.853000 ,2014-01-11 16:32:00,Brasil,MINAS GERAIS,JAÍBA,Cerrado
 126307241 ,41e31150-5abb-11e8-911c-28924ad12c5c,  -17.289000 ,  -42.245000 ,2014-01-04 16:26:00,Brasil,MINAS GERAIS,CHAPADA DO NORTE,Mata Atlântica
 126307206 ,579034a6-5abb-11e8-911c-28924ad12c5c,  -19.591000 ,  -42.650000 ,2014-01-04 16:25:00,Brasil,MINAS GERAIS,TIMÓTEO,Mata Atlântica
 126307215 ,579034a8-5abb-11e8-911c-28924ad12c5c,  -17.247000 ,  -45.367000 ,2014-01-04 16:26:00,Brasil,MINAS GERAIS,BURITIZEIRO,Cerrado
 127163972 ,5790b6f5-5abb-11e8-911c-28924ad12c5c,  -15.459000 ,  -45.712000 ,2014-01-15 16:08:00,Brasil,MINAS GERAIS,ARINOS,Cerrado
 126109420 ,41dd3932-5abb-11e8-911c-28924ad12c5c,  -20.881000 ,  -43.397000 ,2014-01-02 16:37:00,Brasil,MINAS GERAIS,RIO ESPERA,Mata Atlântica
 126109426 ,41dd3937-5abb-11e8-911c-28924ad12c5c,  -20.027000 ,  -43.269000 ,2014-01-02 16:37:00,Brasil,MINAS GERAIS,RIO PIRACICABA,Mata Atlântica
 126109431 ,41dd393c-5abb-11e8-911c-28924ad12c5c,  -18.676000 ,  -44.588000 ,2014-01-02 16:38:00,Brasil,MINAS GERAIS,MORRO DA GARÇA,Cerrado
 126109432 ,41dd393d-5abb-11e8-911c-28924ad12c5c,  -17.376000 ,  -42.094000 ,2014-01-02 16:38:00,Brasil,MINAS GERAIS,MINAS NOVAS,Mata Atlântica
